id,systeme_id,theme_id,type_id,numero,application_id,date,journal,titre,resume,joint,complement
140,2,104.0,6,152,2,1966-04-03,,Les prestations de santé et de sécurité au travail ,"- Article 152 : Les prestations de santé et de sécurité au travail couvrent toutes les entreprises et activités régies par le présent code. Les frais nécessités par ces prestations sont supportés par l'employeur. La nature des prestations et les conditions de leur octroi sont déterminées par des textes réglementaires ou par les conventions collectives, conformément aux dispositions du présent titre.",Code_travail_152_156-4.pdf,
142,46,105.0,6,153,2,1966-04-03,,Obligation d'adhésion à la GMT,"- Dans toute entreprise employant 500 travailleurs au moins, l'employeur est tenu de créer et d'équiper un service de médecine du travail propre à cette entreprise. - Les entreprises employant moins de 500 travailleurs sont tenues soit d'adhérer à un groupement de médecine du travail soit de créer un service autonome de médecine du travail - Certaines activités ou entreprises peuvent, compte tenu de la nature des risques professionnels, être dispensées de l'obligation de créer un service autonome de médecine du travail ou d'adhérer à un groupement de médecine du travail et ce par décrets pris après consultation des organisations professionnelles concernées.",Code_travail_152_156-6.pdf,
143,2,22.0,6,154,2,,,Caractère de la forme juridique du GMT,Les groupements de médecine du travail sont des personnes morales d'intérêt public dotées de la personnalité civile et de l'autonomie financière et régies par les dispositions du présent titre. Ces groupements comprennent les entreprises visées à l'article 153 du présent code et entrant dans leur domaine d'activité.,Code_travail_152_156-1.pdf,
144,2,24.0,6,155,2,,,Conditions d'embauche de médecin de travail par l'employeur,"- Article 155 : Les médecins des services de médecine du travail sont recrutés, sauf empêchement, parmi les médecins spécialistes en médecine du travail. Le recrutement est soumis à l'approbation de l'inspection médicale du travail territorialement compétente. Tout licenciement d'un médecin du travail envisagé par l'employeur doit être soumis par celui-ci à l'inspection médicale du travail territorialement compétente, après avis de la commission consultative d'entreprise ou du délégué du personnel. Le médecin inspecteur du travail émet un avis motivé dans un délai n'excédant pas 10 jours à compter de la date de sa saisine. Est considéré abusif, le licenciement intervenu sans respect de la procédure prévue au deuxième paragraphe du présent article. Est également considéré abusif, le licenciement intervenu contrairement à l'avis du médecin inspecteur du travail, sauf s'il est établi auprès des tribunaux compétents l'existence d'une cause réelle et sérieuse justifiant ce licenciement.",Code_travail_152_156-2.pdf,
145,2,22.0,6,156,2,,,Sources de dépenses du GMT,"- Article 156 : Toutes les dépenses afférentes au fonctionnement des services médicaux, y compris les honoraires du médecin et les salaires des infirmiers, sont à la charge des entreprises. Au cas de service commun, ces dépenses sont réparties entre les entreprises proportionnellement au nombre des salariés et en tenant compte, éventuellement, de l'importance du temps de service minimum exigé pour chaque établissement.",Code_travail_152_156-3.pdf,
146,2,22.0,4,58-333,2,1958-12-23,,Les conventions internationales du travail ,"Les textes des conventions internationales du travail, n°6, 18, 62, 99 et 105 sont annexées au présent décret.",Decret_58_333.pdf,
147,47,96.0,4,68-71,2,1968-03-14,,Relatif à l'emploi des enfants âgées de plus de 15 ans à des travaux légers          ,"- Article 1 : Il est interdit aux enfants âgées de 15 à 18 ans d’être occupés à des travaux légères pendant plus de 6 heures par jour dans les activités non industriels et non agricoles. - Article 2 : Sans un certificat d’aptitude au travail délivré par un médecin, aucun enfant âgé de 15 à 18 ans peut être occupés à des travaux légères. - Article 3 : Ce présent article définit les travaux légères comme les travaux dont l’exécution ne demande pas aux mineures de 15 à 18 ans un effort physique ou intellectuel dépassent leurs capacités normales et qui ne sont pas effectués dans des conditions insalubres ou dangereuse.",Decret_68_71.pdf,
148,46,105.0,4,68-83,2,1968-03-23,,Fixant la nature des travaux nécessitant une surveillance médicale spéciale ,Le présent décret fixe la liste des travaux nécessitant une surveillance médicale spéciale pour les quels le médecin doit assurer un temps de service minimum 1 heure par mois.,Decret_68_83.pdf,
149,2,22.0,4,96-190,2,1996-02-05,13 / 1996,Convention internationale n°138 de Genève,"Il est publiée au journal officiel de la république tunisienne, en annexe au présent décret la convention internationale n°138 concernant l'age minimum d'admission à l'emploi, adoptée a Genève le 26 Juin 1973.",Decret_96_190.pdf,
150,55,128.0,6,152-2,7,1966-04-03,Code d Travail,Droits et responsabilités SST employeur ,"Tout employeur est tenu de prendre les mesures nécessaires et appropriées pour la protection des travailleurs et la prévention des risques professionnels. Il doit notamment : - veiller à la protection de la santé des travailleurs sur les lieux du travail; - garantir des conditions et un milieu de travail adéquats; - protéger les travailleurs des risques inhérents aux machines, au matériel et aux produits utilisés; - fournir les moyens de prévention collective et individuelle adéquats et initier les travailleurs à leur utilisation; - informer et sensibiliser les travailleurs des risques de la profession qu'ils exercent.",Code_travail_152_156.pdf,
151,55,139.0,6,152-3,7,1966-04-03,Code de travail,Droits et responsabilités SST employé,Le travailleur est tenu de respecter les prescriptions relatives à la santé et à la sécurité au travail et de ne pas commettre aucun acte ou manquement susceptible d'entraver l'application de ces prescriptions. Il est tenu notamment de ce qui suit : - exécuter les instructions relatives à la protection de sa santé et de sa sécurité ainsi que celles des salariés travaillant avec lui dans l'entreprise; - utiliser les moyens de prévention mis à sa disposition et veiller à leur conservation; - participer aux cycles de formation et aux activités d'information et de sensibilisation relatives à la santé et à la sécurité au travail que l'entreprise organise ou y adhère; - informer immédiatement son chef direct de toute défaillance constatée susceptible d'engendrer un danger à la santé et à la sécurité au travail; - se soumettre aux examens médicaux qui lui sont prescrits.,Code_travail_152_156-5.pdf,
152,2,22.0,4,153-2,2,,,Mission des GMT,"Les services de médecine du travail, qu'ils soient autonomes ou sous forme de groupements, assument un rôle essentiellement préventif dans le domaine de la santé au travail. Ils sont chargés notamment de l'examen et du suivi de la santé des travailleurs et de leurs aptitudes physiques à effectuer les travaux exigés d'eux aussi bien au moment de l'embauche qu'au cours de l'emploi ainsi que de leur protection contre les risques auxquels leur santé peut être exposée du fait de leur profession. L'organisation et le fonctionnement des services de médecine du travail sont fixés par décret pris après consultation des organisations professionnelles d'employeurs et de travailleurs concernées.",Code_travail_152_156-0.pdf,
153,2,22.0,4,154-2,2,,,GMT,"Chaque groupement de médecine du travail procède, lors de sa création, à l'élaboration de son statut particulier conformément à un statut-type qui sera fixé par décret. Ce statut est soumis, avant son entrée en vigueur, au visa de l'inspection médicale du travail territorialement compétente. copie du statut visé conformément aux dispositions de l'article 154-2 du présent code est déposée au greffe du tribunal de la circonscription où se trouve le siège principal du groupement. Toutes les procédures administratives et judiciaires exigées pour la création du groupement sont accomplies par l'une des parties ayant pris l'initiative de demander la création du groupement.",,
154,2,24.0,6,154-4,2,,,Financement GMT,"Les ressources du groupement de médecine du travail sont constituées des contributions des entreprises, des recettes provenant de son activité, des revenus de ses biens, des dons et legs et de toutes autres ressources qui peuvent lui être accordées en vertu des lois et règlements en vigueur. Les contributions des entreprises sont fixées par décret et sont versées directement aux groupements. Les économies pouvant être réalisées par les groupements de médecine du travail sont affectées au développement de leurs activités, il ne peut résulter de l'activité de ces groupements la distribution de bénéfices.",Code_travail_152_156-7.pdf,
